N,log_2(N),Sorted,Balanced,Scrambled #0,Scrambled #1,Scrambled #2,Scrambled #3,Scrambled #4
2473,11.272,2473,12,26,27,25,27,26
2474,11.273,2474,12,26,27,25,27,26
2475,11.273,2475,12,26,27,25,27,26
2476,11.274,2476,12,26,27,25,27,26
2477,11.274,2477,12,26,27,25,27,26
2478,11.275,2478,12,26,27,25,27,26
2479,11.276,2479,12,26,27,25,27,26
2480,11.276,2480,12,26,27,25,27,26
2481,11.277,2481,12,26,27,25,27,26
2482,11.277,2482,12,26,27,25,27,26
2483,11.278,2483,12,26,27,25,27,26
2484,11.278,2484,12,26,27,25,27,26
2485,11.279,2485,12,26,27,25,27,26
2486,11.280,2486,12,26,27,25,27,26
2487,11.280,2487,12,26,27,25,27,26
2488,11.281,2488,12,26,27,25,27,26
2489,11.281,2489,12,26,27,25,27,26
2490,11.282,2490,12,26,27,25,27,26
2491,11.283,2491,12,26,27,25,27,26
2492,11.283,2492,12,26,27,25,27,26
2493,11.284,2493,12,26,27,25,27,26
2494,11.284,2494,12,26,27,25,27,26
2495,11.285,2495,12,26,27,25,27,26
2496,11.285,2496,12,26,27,25,27,26
2497,11.286,2497,12,26,27,25,27,26
2498,11.287,2498,12,26,27,25,27,26
2499,11.287,2499,12,26,27,25,27,26
2500,11.288,2500,12,26,27,25,27,26
2501,11.288,2501,12,26,27,25,27,26
2502,11.289,2502,12,26,27,25,27,26
2503,11.289,2503,12,26,27,25,27,26
2504,11.290,2504,12,26,27,25,27,26
2505,11.291,2505,12,26,27,25,27,26
2506,11.291,2506,12,26,27,25,27,26
2507,11.292,2507,12,26,27,25,27,26
2508,11.292,2508,12,26,27,25,27,26
2509,11.293,2509,12,26,27,25,27,26
2510,11.293,2510,12,26,27,25,27,26
2511,11.294,2511,12,26,27,25,27,26
2512,11.295,2512,12,26,27,25,27,26
2513,11.295,2513,12,26,27,25,27,26
2514,11.296,2514,12,26,27,25,27,26
2515,11.296,2515,12,26,27,25,27,26
2516,11.297,2516,12,26,27,25,27,26
2517,11.297,2517,12,26,27,25,27,26
2518,11.298,2518,12,26,27,25,27,26
2519,11.299,2519,12,26,27,25,27,26
2520,11.299,2520,12,26,27,25,27,26
2521,11.300,2521,12,26,27,25,27,26
2522,11.300,2522,12,26,27,25,27,26
2523,11.301,2523,12,26,27,25,27,26
2524,11.301,2524,12,26,27,25,27,26
2525,11.302,2525,12,26,27,25,27,26
2526,11.303,2526,12,26,27,25,27,26
2527,11.303,2527,12,26,27,25,27,26
2528,11.304,2528,12,26,27,25,27,26
2529,11.304,2529,12,26,27,25,27,26
2530,11.305,2530,12,26,27,25,27,26
2531,11.305,2531,12,26,27,25,27,26
2532,11.306,2532,12,26,27,25,27,26
2533,11.307,2533,12,26,27,25,27,26
2534,11.307,2534,12,26,27,25,27,26
2535,11.308,2535,12,26,27,25,27,26
2536,11.308,2536,12,26,27,25,27,26
2537,11.309,2537,12,26,27,25,27,26
2538,11.309,2538,12,26,27,25,27,26
2539,11.310,2539,12,26,27,25,27,26
2540,11.311,2540,12,26,27,25,27,26
2541,11.311,2541,12,26,27,25,27,26
2542,11.312,2542,12,26,27,25,27,26
2543,11.312,2543,12,26,27,25,27,26
2544,11.313,2544,12,26,27,25,27,26
2545,11.313,2545,12,26,27,25,27,26
2546,11.314,2546,12,26,27,25,27,26
2547,11.315,2547,12,26,27,25,27,26
2548,11.315,2548,12,26,27,25,27,26
2549,11.316,2549,12,26,27,25,27,26
2550,11.316,2550,12,26,27,25,27,26
2551,11.317,2551,12,26,27,25,27,26
2552,11.317,2552,12,26,27,25,27,26
2553,11.318,2553,12,26,27,25,27,26
2554,11.319,2554,12,26,27,25,27,26
2555,11.319,2555,12,26,27,25,27,26
2556,11.320,2556,12,26,27,25,27,26
2557,11.320,2557,12,26,27,25,27,26
2558,11.321,2558,12,26,27,25,27,26
2559,11.321,2559,12,26,27,25,27,26
2560,11.322,2560,12,26,27,25,27,26
2561,11.322,2561,12,26,27,25,27,26
2562,11.323,2562,12,26,27,25,27,26
2563,11.324,2563,12,26,27,25,27,26
2564,11.324,2564,12,26,27,25,27,26
2565,11.325,2565,12,26,27,25,27,26
2566,11.325,2566,12,26,27,25,27,26
2567,11.326,2567,12,26,27,25,27,26
2568,11.326,2568,12,26,27,25,27,26
2569,11.327,2569,12,26,27,25,27,26
2570,11.328,2570,12,26,27,25,27,26
2571,11.328,2571,12,26,27,25,27,26
2572,11.329,2572,12,26,27,25,27,26
2573,11.329,2573,12,26,27,25,27,26
2574,11.330,2574,12,26,27,25,27,26
2575,11.330,2575,12,26,27,25,27,26
2576,11.331,2576,12,26,27,25,27,26
2577,11.331,2577,12,26,27,25,27,26
2578,11.332,2578,12,26,27,25,27,26
2579,11.333,2579,12,26,27,25,27,26
2580,11.333,2580,12,26,27,25,27,26
2581,11.334,2581,12,26,27,25,27,26
2582,11.334,2582,12,26,27,25,27,26
2583,11.335,2583,12,26,27,25,27,26
2584,11.335,2584,12,26,27,25,27,26
2585,11.336,2585,12,26,27,25,27,26
2586,11.337,2586,12,26,27,25,27,26
2587,11.337,2587,12,26,27,25,27,26
2588,11.338,2588,12,26,27,25,27,26
2589,11.338,2589,12,26,27,25,27,26
2590,11.339,2590,12,26,27,25,27,26
2591,11.339,2591,12,26,27,25,27,26
2592,11.340,2592,12,26,27,25,27,26
2593,11.340,2593,12,26,27,25,27,26
2594,11.341,2594,12,26,27,25,27,26
2595,11.342,2595,12,26,27,25,27,26
2596,11.342,2596,12,26,27,25,27,26
2597,11.343,2597,12,26,27,25,27,26
2598,11.343,2598,12,26,27,25,27,26
2599,11.344,2599,12,26,27,25,27,26
2600,11.344,2600,12,26,27,25,27,26
2601,11.345,2601,12,26,27,25,27,26
2602,11.345,2602,12,26,27,25,27,26
2603,11.346,2603,12,26,27,25,27,26
2604,11.347,2604,12,26,27,25,27,26
2605,11.347,2605,12,26,27,25,27,26
2606,11.348,2606,12,26,27,25,27,26
2607,11.348,2607,12,26,27,25,27,26
2608,11.349,2608,12,26,27,25,27,26
2609,11.349,2609,12,26,27,25,27,26
2610,11.350,2610,12,26,27,25,27,26
2611,11.350,2611,12,26,27,25,27,26
2612,11.351,2612,12,26,27,25,27,26
2613,11.351,2613,12,26,27,25,27,26
2614,11.352,2614,12,26,27,25,27,26
2615,11.353,2615,12,26,27,25,27,26
2616,11.353,2616,12,26,27,25,27,26
2617,11.354,2617,12,26,27,25,27,26
2618,11.354,2618,12,26,27,25,27,26
2619,11.355,2619,12,26,27,25,27,26
2620,11.355,2620,12,26,27,25,27,26
2621,11.356,2621,12,26,27,25,27,26
2622,11.356,2622,12,26,27,25,27,26
2623,11.357,2623,12,26,27,25,27,26
2624,11.358,2624,12,26,27,25,27,26
2625,11.358,2625,12,26,27,25,27,26
2626,11.359,2626,12,26,27,25,27,26
2627,11.359,2627,12,26,27,25,27,26
2628,11.360,2628,12,26,27,25,27,26
2629,11.360,2629,12,26,27,25,27,26
2630,11.361,2630,12,26,27,25,27,26
2631,11.361,2631,12,26,27,25,27,26
2632,11.362,2632,12,26,27,25,27,26
2633,11.362,2633,12,26,27,25,27,26
2634,11.363,2634,12,26,27,25,27,26
2635,11.364,2635,12,26,27,25,27,26
2636,11.364,2636,12,26,27,25,27,26
2637,11.365,2637,12,26,27,25,27,26
2638,11.365,2638,12,26,27,25,27,26
2639,11.366,2639,12,26,27,25,27,26
2640,11.366,2640,12,26,27,25,27,26
2641,11.367,2641,12,26,27,25,27,26
2642,11.367,2642,12,26,27,25,27,26
2643,11.368,2643,12,26,27,25,27,26
2644,11.369,2644,12,26,27,25,27,26
2645,11.369,2645,12,26,27,25,27,26
2646,11.370,2646,12,26,27,25,27,26
2647,11.370,2647,12,26,27,25,27,26
2648,11.371,2648,12,26,27,25,27,26
2649,11.371,2649,12,26,27,25,27,26
2650,11.372,2650,12,26,27,25,27,26
2651,11.372,2651,12,26,27,25,27,26
2652,11.373,2652,12,26,27,25,27,26
2653,11.373,2653,12,26,27,25,27,26
2654,11.374,2654,12,26,27,25,27,26
2655,11.374,2655,12,26,27,25,27,26
2656,11.375,2656,12,26,27,25,27,26
2657,11.376,2657,12,26,27,25,27,26
2658,11.376,2658,12,26,27,25,27,26
2659,11.377,2659,12,26,27,25,27,26
2660,11.377,2660,12,26,27,25,27,26
2661,11.378,2661,12,26,27,25,27,26
2662,11.378,2662,12,26,27,25,27,26
2663,11.379,2663,12,26,27,25,27,26
2664,11.379,2664,12,26,27,25,27,26
2665,11.380,2665,12,26,27,25,27,26
2666,11.380,2666,12,26,27,25,27,26
2667,11.381,2667,12,26,27,25,27,26
2668,11.382,2668,12,26,27,25,27,26
2669,11.382,2669,12,26,27,25,27,26
2670,11.383,2670,12,26,27,25,27,26
2671,11.383,2671,12,26,27,25,27,26
2672,11.384,2672,12,26,27,25,27,26
2673,11.384,2673,12,26,27,25,27,26
2674,11.385,2674,12,26,27,25,27,26
2675,11.385,2675,12,26,27,25,27,26
2676,11.386,2676,12,26,27,25,27,26
2677,11.386,2677,12,26,27,25,27,26
2678,11.387,2678,12,26,27,25,27,26
2679,11.387,2679,12,26,27,25,27,26
2680,11.388,2680,12,26,27,25,27,26
2681,11.389,2681,12,26,27,25,27,26
2682,11.389,2682,12,26,27,25,27,26
2683,11.390,2683,12,26,27,25,27,26
2684,11.390,2684,12,26,27,25,27,26
2685,11.391,2685,12,26,27,25,27,26
2686,11.391,2686,12,26,27,25,27,26
2687,11.392,2687,12,26,27,25,27,26
2688,11.392,2688,12,26,27,25,27,26
2689,11.393,2689,12,26,27,25,27,26
2690,11.393,2690,12,26,27,25,27,26
2691,11.394,2691,12,26,27,25,27,26
2692,11.394,2692,12,26,27,25,27,26
2693,11.395,2693,12,26,27,25,27,26
2694,11.396,2694,12,26,27,25,27,26
2695,11.396,2695,12,26,27,25,27,26
2696,11.397,2696,12,26,27,25,27,26
2697,11.397,2697,12,26,27,25,27,26
2698,11.398,2698,12,26,27,25,27,26
2699,11.398,2699,12,26,27,25,27,27
2700,11.399,2700,12,26,27,25,27,27
2701,11.399,2701,12,26,27,25,27,27
2702,11.400,2702,12,26,27,25,27,27
2703,11.400,2703,12,26,27,25,27,27
2704,11.401,2704,12,26,27,25,27,27
2705,11.401,2705,12,26,27,25,27,27
2706,11.402,2706,12,26,27,25,27,27
2707,11.402,2707,12,26,27,25,27,27
2708,11.403,2708,12,26,27,25,27,27
2709,11.404,2709,12,26,27,25,27,27
2710,11.404,2710,12,26,27,25,27,27
2711,11.405,2711,12,26,27,25,27,27
2712,11.405,2712,12,26,27,25,27,27
2713,11.406,2713,12,26,27,25,27,27
2714,11.406,2714,12,26,27,25,27,27
2715,11.407,2715,12,26,27,25,27,27
2716,11.407,2716,12,26,27,25,27,27
2717,11.408,2717,12,26,27,25,27,27
2718,11.408,2718,12,26,27,25,27,27
2719,11.409,2719,12,26,27,25,27,27
2720,11.409,2720,12,26,27,25,27,27
2721,11.410,2721,12,26,27,25,27,27
2722,11.410,2722,12,26,28,25,27,27
2723,11.411,2723,12,26,28,25,27,27
2724,11.412,2724,12,26,28,25,27,27
2725,11.412,2725,12,26,28,25,27,27
2726,11.413,2726,12,26,28,25,27,27
2727,11.413,2727,12,26,28,25,27,27
2728,11.414,2728,12,26,28,25,27,27
2729,11.414,2729,12,26,28,25,27,27
2730,11.415,2730,12,26,28,25,27,27
2731,11.415,2731,12,26,28,25,27,27
2732,11.416,2732,12,26,28,25,27,27
2733,11.416,2733,12,26,28,25,27,27
2734,11.417,2734,12,26,28,25,27,27
2735,11.417,2735,12,26,28,25,27,27
2736,11.418,2736,12,26,28,25,27,27
2737,11.418,2737,12,26,28,25,27,27
2738,11.419,2738,12,26,28,25,27,27
2739,11.419,2739,12,26,28,25,27,27
2740,11.420,2740,12,26,28,25,27,27
2741,11.420,2741,12,26,28,25,27,27
2742,11.421,2742,12,26,28,25,27,27
2743,11.422,2743,12,26,28,25,27,27
2744,11.422,2744,12,26,28,25,27,27
2745,11.423,2745,12,26,28,25,27,27
2746,11.423,2746,12,26,28,25,27,27
2747,11.424,2747,12,26,28,25,27,27
2748,11.424,2748,12,26,28,25,27,27
2749,11.425,2749,12,26,28,25,27,27
2750,11.425,2750,12,26,28,25,27,27
2751,11.426,2751,12,26,28,25,27,27
2752,11.426,2752,12,26,28,25,27,27
2753,11.427,2753,12,26,28,25,27,27
2754,11.427,2754,12,26,28,25,27,27
2755,11.428,2755,12,26,28,25,27,27
2756,11.428,2756,12,26,28,25,27,27
2757,11.429,2757,12,26,28,25,27,27
2758,11.429,2758,12,26,28,25,27,27
2759,11.430,2759,12,26,28,25,27,27
2760,11.430,2760,12,26,28,25,27,27
2761,11.431,2761,12,26,28,25,27,27
2762,11.431,2762,12,26,28,25,27,27
2763,11.432,2763,12,26,28,25,27,27
2764,11.433,2764,12,26,28,25,27,27
2765,11.433,2765,12,26,28,25,27,27
2766,11.434,2766,12,26,28,25,27,27
2767,11.434,2767,12,26,28,25,27,27
2768,11.435,2768,12,26,28,25,27,27
2769,11.435,2769,12,26,28,25,27,27
2770,11.436,2770,12,26,28,25,27,27
2771,11.436,2771,12,26,28,25,27,27
2772,11.437,2772,12,26,28,25,27,27
2773,11.437,2773,12,26,28,25,27,27
2774,11.438,2774,12,26,28,25,27,27
2775,11.438,2775,12,26,28,25,27,27
2776,11.439,2776,12,26,28,25,27,27
2777,11.439,2777,12,26,28,25,27,27
2778,11.440,2778,12,26,28,25,27,27
2779,11.440,2779,12,26,28,25,27,27
2780,11.441,2780,12,26,28,25,27,27
2781,11.441,2781,12,26,28,25,27,27
2782,11.442,2782,12,26,28,25,27,27
2783,11.442,2783,12,26,28,25,27,27
2784,11.443,2784,12,26,28,25,27,27
2785,11.443,2785,12,26,28,25,27,27
2786,11.444,2786,12,26,28,25,27,27
2787,11.444,2787,12,26,28,25,27,27
2788,11.445,2788,12,26,28,25,27,27
2789,11.446,2789,12,26,28,25,27,27
2790,11.446,2790,12,26,28,25,27,27
2791,11.447,2791,12,26,28,25,27,27
2792,11.447,2792,12,26,28,25,27,27
2793,11.448,2793,12,26,28,25,27,27
2794,11.448,2794,12,26,28,25,27,27
2795,11.449,2795,12,26,28,25,27,27
2796,11.449,2796,12,26,28,25,27,27
2797,11.450,2797,12,26,28,25,27,27
2798,11.450,2798,12,26,28,25,27,27
2799,11.451,2799,12,26,28,25,27,27
2800,11.451,2800,12,26,28,25,27,27
2801,11.452,2801,12,26,28,25,27,27
2802,11.452,2802,12,26,28,25,27,27
2803,11.453,2803,12,26,28,25,27,27
2804,11.453,2804,12,26,28,25,27,27
2805,11.454,2805,12,26,28,25,27,27
2806,11.454,2806,12,26,28,25,27,27
2807,11.455,2807,12,26,28,25,27,27
2808,11.455,2808,12,26,28,25,27,27
2809,11.456,2809,12,26,28,25,27,27
2810,11.456,2810,12,26,28,25,27,27
2811,11.457,2811,12,26,28,25,27,27
2812,11.457,2812,12,26,28,25,27,27
2813,11.458,2813,12,26,28,25,27,27
2814,11.458,2814,12,26,28,25,27,27
2815,11.459,2815,12,26,28,25,27,27
2816,11.459,2816,12,26,28,25,27,27
2817,11.460,2817,12,26,28,25,27,27
2818,11.460,2818,12,26,28,25,27,27
2819,11.461,2819,12,26,28,25,27,27
2820,11.461,2820,12,26,28,25,27,27
2821,11.462,2821,12,26,28,25,27,27
2822,11.463,2822,12,26,28,25,27,27
2823,11.463,2823,12,26,28,25,27,27
2824,11.464,2824,12,26,28,25,27,27
2825,11.464,2825,12,26,28,25,27,27
2826,11.465,2826,12,26,28,25,27,27
2827,11.465,2827,12,26,28,25,27,27
2828,11.466,2828,12,26,28,25,27,27
2829,11.466,2829,12,26,28,25,27,27
2830,11.467,2830,12,26,28,25,27,27
2831,11.467,2831,12,26,28,25,27,27
2832,11.468,2832,12,26,28,25,27,27
2833,11.468,2833,12,26,28,25,27,27
2834,11.469,2834,12,26,28,25,27,27
2835,11.469,2835,12,26,28,25,27,27
2836,11.470,2836,12,26,28,25,27,27
2837,11.470,2837,12,26,28,25,27,27
2838,11.471,2838,12,26,28,25,27,27
2839,11.471,2839,12,26,28,25,27,27
2840,11.472,2840,12,26,28,25,27,27
2841,11.472,2841,12,26,28,25,27,27
2842,11.473,2842,12,26,28,25,27,27
2843,11.473,2843,12,26,28,25,27,27
2844,11.474,2844,12,26,28,25,27,27
2845,11.474,2845,12,26,28,25,27,27
2846,11.475,2846,12,26,28,25,27,27
2847,11.475,2847,12,26,28,25,27,27
2848,11.476,2848,12,26,28,25,27,27
2849,11.476,2849,12,26,28,25,27,27
2850,11.477,2850,12,26,28,25,27,27
2851,11.477,2851,12,26,28,25,27,27
2852,11.478,2852,12,26,28,25,27,27
2853,11.478,2853,12,26,28,25,27,27
2854,11.479,2854,12,26,28,25,27,27
2855,11.479,2855,12,26,28,25,27,27
2856,11.480,2856,12,26,28,25,27,27
2857,11.480,2857,12,26,28,25,27,27
2858,11.481,2858,12,26,28,25,27,27
2859,11.481,2859,12,26,28,25,27,27
2860,11.482,2860,12,26,28,25,27,27
2861,11.482,2861,12,26,28,25,27,27
2862,11.483,2862,12,26,28,25,27,27
2863,11.483,2863,12,26,28,25,27,27
2864,11.484,2864,12,26,28,25,27,27
2865,11.484,2865,12,26,28,25,27,27
2866,11.485,2866,12,26,28,25,27,27
2867,11.485,2867,12,26,28,25,27,27
2868,11.486,2868,12,26,28,25,27,27
2869,11.486,2869,12,26,28,25,27,27
2870,11.487,2870,12,26,28,25,27,27
2871,11.487,2871,12,26,28,25,27,27
2872,11.488,2872,12,26,28,25,27,27
2873,11.488,2873,12,26,28,25,27,27
2874,11.489,2874,12,26,28,25,27,27
2875,11.489,2875,12,26,28,25,27,27
2876,11.490,2876,12,26,28,25,27,27
2877,11.490,2877,12,26,28,25,27,27
2878,11.491,2878,12,26,28,25,27,27
2879,11.491,2879,12,26,28,25,27,27
2880,11.492,2880,12,26,28,25,27,27
2881,11.492,2881,12,26,28,25,27,27
2882,11.493,2882,12,26,28,25,27,27
2883,11.493,2883,12,26,28,25,27,27
2884,11.494,2884,12,26,28,25,27,27
2885,11.494,2885,12,26,28,25,27,27
2886,11.495,2886,12,26,28,25,27,27
2887,11.495,2887,12,26,28,25,27,27
2888,11.496,2888,12,26,28,25,27,27
2889,11.496,2889,12,26,28,25,27,27
2890,11.497,2890,12,26,28,25,27,27
2891,11.497,2891,12,26,28,25,27,27
2892,11.498,2892,12,26,28,25,27,27
2893,11.498,2893,12,26,28,25,27,27
2894,11.499,2894,12,26,28,25,27,27
2895,11.499,2895,12,26,28,25,27,27
2896,11.500,2896,12,26,28,25,27,27
2897,11.500,2897,12,26,28,25,27,27
2898,11.501,2898,12,26,28,25,27,27
2899,11.501,2899,12,26,28,25,27,27
2900,11.502,2900,12,26,28,25,27,27
2901,11.502,2901,12,26,28,25,27,27
2902,11.503,2902,12,26,28,25,27,27
2903,11.503,2903,12,26,28,25,27,27
2904,11.504,2904,12,26,28,25,27,27
2905,11.504,2905,12,26,28,25,27,27
2906,11.505,2906,12,26,28,25,27,27
2907,11.505,2907,12,26,28,25,27,27
2908,11.506,2908,12,26,28,25,27,27
2909,11.506,2909,12,26,28,25,27,27
2910,11.507,2910,12,26,28,25,27,27
2911,11.507,2911,12,26,28,25,27,27
2912,11.508,2912,12,26,28,25,27,27
2913,11.508,2913,12,26,28,25,27,27
2914,11.509,2914,12,26,28,25,27,27
2915,11.509,2915,12,26,28,25,27,27
2916,11.510,2916,12,26,28,25,27,27
2917,11.510,2917,12,26,28,25,27,27
2918,11.511,2918,12,26,28,25,27,27
2919,11.511,2919,12,26,28,25,27,27
2920,11.512,2920,12,26,28,25,27,27
2921,11.512,2921,12,26,28,25,27,27
2922,11.513,2922,12,26,28,25,27,27
2923,11.513,2923,12,26,28,25,27,27
2924,11.514,2924,12,26,28,25,27,27
2925,11.514,2925,12,26,28,25,27,27
2926,11.515,2926,12,26,28,25,27,27
2927,11.515,2927,12,26,28,25,27,27
2928,11.516,2928,12,26,28,25,27,27
2929,11.516,2929,12,26,28,25,27,27
2930,11.517,2930,12,26,28,25,27,27
2931,11.517,2931,12,26,28,25,27,27
2932,11.518,2932,12,26,28,25,27,27
2933,11.518,2933,12,26,28,25,27,27
2934,11.519,2934,12,26,28,25,27,27
2935,11.519,2935,12,26,28,25,27,27
2936,11.520,2936,12,26,28,25,27,27
2937,11.520,2937,12,26,28,25,27,27
2938,11.521,2938,12,26,28,25,27,27
2939,11.521,2939,12,26,28,25,27,27
2940,11.522,2940,12,26,28,25,27,27
2941,11.522,2941,12,27,28,25,27,27
2942,11.523,2942,12,27,28,25,27,27
2943,11.523,2943,12,27,28,25,27,27
2944,11.524,2944,12,27,28,25,27,27
2945,11.524,2945,12,27,28,25,27,27
2946,11.525,2946,12,27,28,25,27,27
2947,11.525,2947,12,27,28,25,27,27
2948,11.526,2948,12,27,28,25,27,27
2949,11.526,2949,12,27,28,25,27,27
2950,11.526,2950,12,27,28,25,27,27
2951,11.527,2951,12,27,28,25,27,27
2952,11.527,2952,12,27,28,25,27,27
2953,11.528,2953,12,27,28,25,27,27
2954,11.528,2954,12,27,28,25,27,27
2955,11.529,2955,12,27,28,25,27,27
2956,11.529,2956,12,27,28,25,27,27
2957,11.530,2957,12,27,28,25,27,27
2958,11.530,2958,12,27,28,25,27,27
2959,11.531,2959,12,27,28,25,27,27
2960,11.531,2960,12,27,28,25,27,27
2961,11.532,2961,12,27,28,25,27,27
2962,11.532,2962,12,27,28,25,27,27
2963,11.533,2963,12,27,28,25,27,27
2964,11.533,2964,12,27,28,25,27,27
2965,11.534,2965,12,27,28,25,27,27
2966,11.534,2966,12,27,28,25,27,27
2967,11.535,2967,12,27,28,25,27,27
2968,11.535,2968,12,27,28,25,27,27
2969,11.536,2969,12,27,28,25,27,27
2970,11.536,2970,12,27,28,25,27,27
2971,11.537,2971,12,27,28,25,27,27
2972,11.537,2972,12,27,28,25,27,27
2973,11.538,2973,12,27,28,25,27,27
2974,11.538,2974,12,27,28,25,27,27
2975,11.539,2975,12,27,28,25,27,27
2976,11.539,2976,12,27,28,25,27,27
2977,11.540,2977,12,27,28,25,27,27
2978,11.540,2978,12,27,28,25,27,27
2979,11.541,2979,12,27,28,25,27,27
2980,11.541,2980,12,27,28,25,27,27
2981,11.542,2981,12,27,28,25,27,27
2982,11.542,2982,12,27,28,25,27,27
2983,11.543,2983,12,27,28,25,27,27
2984,11.543,2984,12,27,28,25,27,27
2985,11.544,2985,12,27,28,25,27,27
2986,11.544,2986,12,27,28,25,27,27
2987,11.544,2987,12,27,28,25,27,27
2988,11.545,2988,12,27,28,25,27,27
2989,11.545,2989,12,27,28,25,27,27
2990,11.546,2990,12,27,28,25,27,27
2991,11.546,2991,12,27,28,25,27,27
2992,11.547,2992,12,27,28,25,27,27
2993,11.547,2993,12,27,28,25,27,27
2994,11.548,2994,12,27,28,25,27,27
2995,11.548,2995,12,27,28,25,27,27
2996,11.549,2996,12,27,28,25,27,27
2997,11.549,2997,12,27,28,25,27,27
2998,11.550,2998,12,27,28,25,27,27
2999,11.550,2999,12,27,28,25,27,27
3000,11.551,3000,12,27,28,25,27,27
3001,11.551,3001,12,27,28,25,27,27
3002,11.552,3002,12,27,28,25,27,27
3003,11.552,3003,12,27,28,25,27,27
3004,11.553,3004,12,27,28,25,27,27
3005,11.553,3005,12,27,28,25,27,27
3006,11.554,3006,12,27,28,25,27,27
3007,11.554,3007,12,27,28,25,27,27
3008,11.555,3008,12,27,28,25,27,27
3009,11.555,3009,12,27,28,25,27,27
3010,11.556,3010,12,27,28,25,27,27
3011,11.556,3011,12,27,28,25,27,27
3012,11.557,3012,12,27,28,25,27,27
3013,11.557,3013,12,27,28,25,27,27
3014,11.557,3014,12,27,28,25,27,27
3015,11.558,3015,12,27,28,25,27,27
3016,11.558,3016,12,27,28,25,27,27
3017,11.559,3017,12,27,28,25,27,27
3018,11.559,3018,12,27,28,25,27,27
3019,11.560,3019,12,27,28,25,27,27
3020,11.560,3020,12,27,28,25,27,27
3021,11.561,3021,12,27,28,25,27,27
3022,11.561,3022,12,27,28,25,27,27
3023,11.562,3023,12,27,28,25,27,27
3024,11.562,3024,12,27,28,25,27,27
3025,11.563,3025,12,27,28,25,27,27
3026,11.563,3026,12,27,28,25,27,27
3027,11.564,3027,12,27,28,25,27,27
3028,11.564,3028,12,27,28,25,27,27
3029,11.565,3029,12,27,28,25,27,27
3030,11.565,3030,12,27,28,25,27,27
3031,11.566,3031,12,27,28,25,27,27
3032,11.566,3032,12,27,28,25,27,27
3033,11.567,3033,12,27,28,25,27,27
3034,11.567,3034,12,27,28,25,27,27
3035,11.567,3035,12,27,28,25,27,27
3036,11.568,3036,12,27,28,25,27,27
3037,11.568,3037,12,27,28,25,27,27
3038,11.569,3038,12,27,28,25,27,27
3039,11.569,3039,12,27,28,25,27,27
3040,11.570,3040,12,27,28,25,27,27
3041,11.570,3041,12,27,28,25,27,27
3042,11.571,3042,12,27,28,25,27,27
3043,11.571,3043,12,27,28,25,27,27
3044,11.572,3044,12,27,28,25,27,27
3045,11.572,3045,12,27,28,25,27,27
3046,11.573,3046,12,27,28,25,27,27
3047,11.573,3047,12,27,28,25,27,27
3048,11.574,3048,12,27,28,25,27,27
3049,11.574,3049,12,27,28,25,27,27
3050,11.575,3050,12,27,28,25,27,27
3051,11.575,3051,12,27,28,25,27,27
3052,11.576,3052,12,27,28,25,27,27
3053,11.576,3053,12,27,28,25,27,27
3054,11.576,3054,12,27,28,25,27,27
3055,11.577,3055,12,27,28,25,27,27
3056,11.577,3056,12,27,28,25,27,27
3057,11.578,3057,12,27,28,25,27,27
3058,11.578,3058,12,27,28,25,27,27
3059,11.579,3059,12,27,28,25,27,27
3060,11.579,3060,12,27,28,25,27,27
3061,11.580,3061,12,27,28,25,27,27
3062,11.580,3062,12,27,28,25,27,27
3063,11.581,3063,12,27,28,25,27,27
3064,11.581,3064,12,27,28,25,27,27
3065,11.582,3065,12,27,28,25,27,27
3066,11.582,3066,12,27,28,25,27,27
3067,11.583,3067,12,27,28,25,27,27
3068,11.583,3068,12,27,28,25,27,27
3069,11.584,3069,12,27,28,25,27,27
3070,11.584,3070,12,27,28,25,27,27
3071,11.584,3071,12,27,28,25,27,27
3072,11.585,3072,12,27,28,25,27,27
3073,11.585,3073,12,27,28,25,27,27
3074,11.586,3074,12,27,28,25,27,27
3075,11.586,3075,12,27,28,25,27,27
3076,11.587,3076,12,27,28,25,27,27
3077,11.587,3077,12,27,28,25,27,27
3078,11.588,3078,12,27,28,25,27,27
3079,11.588,3079,12,27,28,25,27,27
3080,11.589,3080,12,27,28,25,27,27
3081,11.589,3081,12,27,28,25,27,27
3082,11.590,3082,12,27,28,25,27,27
3083,11.590,3083,12,27,28,25,27,27
3084,11.591,3084,12,27,28,25,27,27
3085,11.591,3085,12,27,28,25,27,27
3086,11.592,3086,12,27,28,25,27,27
3087,11.592,3087,12,27,28,25,27,27
3088,11.592,3088,12,27,28,25,27,27
3089,11.593,3089,12,27,28,25,27,27
3090,11.593,3090,12,27,28,25,27,27
3091,11.594,3091,12,27,28,25,27,27
3092,11.594,3092,12,27,28,25,27,27
3093,11.595,3093,12,27,28,25,27,27
3094,11.595,3094,12,27,28,25,27,27
3095,11.596,3095,12,27,28,25,27,27
3096,11.596,3096,12,27,28,25,27,27
3097,11.597,3097,12,27,28,25,27,27
3098,11.597,3098,12,27,28,25,27,27
3099,11.598,3099,12,27,28,25,27,27
3100,11.598,3100,12,27,28,25,27,27
3101,11.599,3101,12,27,28,25,27,27
3102,11.599,3102,12,27,28,25,27,27
3103,11.599,3103,12,27,28,25,27,27
3104,11.600,3104,12,27,28,25,27,27
3105,11.600,3105,12,27,28,25,27,27
