N,log_2(N),Sorted,Balanced,Scrambled #0,Scrambled #1,Scrambled #2,Scrambled #3,Scrambled #4
29751,14.861,29751,15,37,35,34,36,37
29752,14.861,29752,15,37,35,34,36,37
29753,14.861,29753,15,37,35,34,36,37
29754,14.861,29754,15,37,35,34,36,37
29755,14.861,29755,15,37,35,34,36,37
29756,14.861,29756,15,37,35,34,36,37
29757,14.861,29757,15,37,35,34,36,37
29758,14.861,29758,15,37,35,34,36,37
29759,14.861,29759,15,37,35,34,36,37
29760,14.861,29760,15,37,35,34,36,37
29761,14.861,29761,15,37,35,34,36,37
29762,14.861,29762,15,37,35,34,36,37
29763,14.861,29763,15,37,35,34,36,37
29764,14.861,29764,15,37,35,34,36,37
29765,14.861,29765,15,37,35,34,36,37
29766,14.861,29766,15,37,35,34,36,37
29767,14.861,29767,15,37,35,34,36,37
29768,14.861,29768,15,37,35,34,36,37
29769,14.862,29769,15,37,35,34,36,37
29770,14.862,29770,15,37,35,34,36,37
29771,14.862,29771,15,37,35,34,36,37
29772,14.862,29772,15,37,35,34,36,37
29773,14.862,29773,15,37,35,34,36,37
29774,14.862,29774,15,37,35,34,36,37
29775,14.862,29775,15,37,35,34,36,37
29776,14.862,29776,15,37,35,34,36,37
29777,14.862,29777,15,37,35,34,36,37
29778,14.862,29778,15,37,35,34,36,37
29779,14.862,29779,15,37,35,34,36,37
29780,14.862,29780,15,37,35,34,36,37
29781,14.862,29781,15,37,35,34,36,37
29782,14.862,29782,15,37,35,34,36,37
29783,14.862,29783,15,37,35,34,36,37
29784,14.862,29784,15,37,35,34,36,37
29785,14.862,29785,15,37,35,34,36,37
29786,14.862,29786,15,37,35,34,36,37
29787,14.862,29787,15,37,35,34,36,37
29788,14.862,29788,15,37,35,34,36,37
29789,14.862,29789,15,37,35,34,36,37
29790,14.863,29790,15,37,35,34,36,37
29791,14.863,29791,15,37,35,34,36,37
29792,14.863,29792,15,37,35,34,36,37
29793,14.863,29793,15,37,35,34,36,37
29794,14.863,29794,15,37,35,34,36,37
29795,14.863,29795,15,37,35,34,36,37
29796,14.863,29796,15,37,35,34,36,37
29797,14.863,29797,15,37,35,34,36,37
29798,14.863,29798,15,37,35,34,36,37
29799,14.863,29799,15,37,35,34,36,37
29800,14.863,29800,15,37,35,34,36,37
29801,14.863,29801,15,37,35,34,36,37
29802,14.863,29802,15,37,35,34,36,37
29803,14.863,29803,15,37,35,34,36,37
29804,14.863,29804,15,37,35,34,36,37
29805,14.863,29805,15,37,35,34,36,37
29806,14.863,29806,15,37,35,34,36,37
29807,14.863,29807,15,37,35,34,36,37
29808,14.863,29808,15,37,35,34,36,37
29809,14.863,29809,15,37,35,34,36,37
29810,14.864,29810,15,37,35,34,36,37
29811,14.864,29811,15,37,35,34,36,37
29812,14.864,29812,15,37,35,34,36,37
29813,14.864,29813,15,37,35,34,36,37
29814,14.864,29814,15,37,35,34,36,37
29815,14.864,29815,15,37,35,34,36,37
29816,14.864,29816,15,37,35,34,36,37
29817,14.864,29817,15,37,35,34,36,37
29818,14.864,29818,15,37,35,34,36,37
29819,14.864,29819,15,37,35,34,36,37
29820,14.864,29820,15,37,35,34,36,37
29821,14.864,29821,15,37,35,34,36,37
29822,14.864,29822,15,37,35,34,36,37
29823,14.864,29823,15,37,35,34,36,37
29824,14.864,29824,15,37,35,34,36,37
29825,14.864,29825,15,37,35,34,36,37
29826,14.864,29826,15,37,35,34,36,37
29827,14.864,29827,15,37,35,34,36,37
29828,14.864,29828,15,37,35,34,36,37
29829,14.864,29829,15,37,35,34,36,37
29830,14.864,29830,15,37,35,34,36,37
29831,14.865,29831,15,37,35,34,36,37
29832,14.865,29832,15,37,35,34,36,37
29833,14.865,29833,15,37,35,34,36,37
29834,14.865,29834,15,37,35,34,36,37
29835,14.865,29835,15,37,35,34,36,37
29836,14.865,29836,15,37,35,34,36,37
29837,14.865,29837,15,37,35,34,36,37
29838,14.865,29838,15,37,35,34,36,37
29839,14.865,29839,15,37,35,34,36,37
29840,14.865,29840,15,37,35,34,36,37
29841,14.865,29841,15,37,35,34,36,37
29842,14.865,29842,15,37,35,34,36,37
29843,14.865,29843,15,37,35,34,36,37
29844,14.865,29844,15,37,35,34,36,37
29845,14.865,29845,15,37,35,34,36,37
29846,14.865,29846,15,37,35,34,36,37
29847,14.865,29847,15,37,35,34,36,37
29848,14.865,29848,15,37,35,34,36,37
29849,14.865,29849,15,37,35,34,36,37
29850,14.865,29850,15,37,35,34,36,37
29851,14.865,29851,15,37,35,34,36,37
29852,14.866,29852,15,37,35,34,36,37
29853,14.866,29853,15,37,35,34,36,37
29854,14.866,29854,15,37,35,34,36,37
29855,14.866,29855,15,37,35,34,36,37
29856,14.866,29856,15,37,35,34,36,37
29857,14.866,29857,15,37,35,34,36,37
29858,14.866,29858,15,37,35,34,36,37
29859,14.866,29859,15,37,35,34,36,37
29860,14.866,29860,15,37,35,34,36,37
29861,14.866,29861,15,37,35,34,36,37
29862,14.866,29862,15,37,35,34,36,37
29863,14.866,29863,15,37,35,34,36,37
29864,14.866,29864,15,37,35,34,36,37
29865,14.866,29865,15,37,35,34,36,37
29866,14.866,29866,15,37,35,34,36,37
29867,14.866,29867,15,37,35,34,36,37
29868,14.866,29868,15,37,35,34,36,37
29869,14.866,29869,15,37,35,34,36,37
29870,14.866,29870,15,37,35,34,36,37
29871,14.866,29871,15,37,35,34,36,37
29872,14.867,29872,15,37,35,34,36,37
29873,14.867,29873,15,37,35,34,36,37
29874,14.867,29874,15,37,35,34,36,37
29875,14.867,29875,15,37,35,34,36,37
29876,14.867,29876,15,37,35,34,36,37
29877,14.867,29877,15,37,35,34,36,37
29878,14.867,29878,15,37,35,34,36,37
29879,14.867,29879,15,37,35,34,36,37
29880,14.867,29880,15,37,35,34,36,37
29881,14.867,29881,15,37,35,34,36,37
29882,14.867,29882,15,37,35,34,36,37
29883,14.867,29883,15,37,35,34,36,37
29884,14.867,29884,15,37,35,34,36,37
29885,14.867,29885,15,37,35,34,36,37
29886,14.867,29886,15,37,35,34,36,37
29887,14.867,29887,15,37,35,34,36,37
29888,14.867,29888,15,37,35,34,36,37
29889,14.867,29889,15,37,35,34,36,37
29890,14.867,29890,15,37,35,34,36,37
29891,14.867,29891,15,37,35,34,36,37
29892,14.867,29892,15,37,35,34,36,37
29893,14.868,29893,15,37,35,34,36,37
29894,14.868,29894,15,37,35,34,36,37
29895,14.868,29895,15,37,35,34,36,37
29896,14.868,29896,15,37,35,34,36,37
29897,14.868,29897,15,37,35,34,36,37
29898,14.868,29898,15,37,35,34,36,37
29899,14.868,29899,15,37,35,34,36,37
29900,14.868,29900,15,37,35,34,36,37
29901,14.868,29901,15,37,35,34,36,37
29902,14.868,29902,15,37,35,34,36,37
29903,14.868,29903,15,37,35,34,36,37
29904,14.868,29904,15,37,35,34,36,37
29905,14.868,29905,15,37,35,34,36,37
29906,14.868,29906,15,37,35,34,36,37
29907,14.868,29907,15,37,35,34,36,37
29908,14.868,29908,15,37,35,34,36,37
29909,14.868,29909,15,37,35,34,36,37
29910,14.868,29910,15,37,35,34,36,37
29911,14.868,29911,15,37,35,34,36,37
29912,14.868,29912,15,37,35,34,36,37
29913,14.868,29913,15,37,35,34,36,37
29914,14.869,29914,15,37,35,34,36,37
29915,14.869,29915,15,37,35,34,36,37
29916,14.869,29916,15,37,35,34,36,37
29917,14.869,29917,15,37,35,34,36,37
29918,14.869,29918,15,37,35,34,36,37
29919,14.869,29919,15,37,35,34,36,37
29920,14.869,29920,15,37,35,34,36,37
29921,14.869,29921,15,37,35,34,36,37
29922,14.869,29922,15,37,35,34,36,37
29923,14.869,29923,15,37,35,34,36,37
29924,14.869,29924,15,37,35,34,36,37
29925,14.869,29925,15,37,35,34,36,37
29926,14.869,29926,15,37,35,34,36,37
29927,14.869,29927,15,37,35,34,36,37
29928,14.869,29928,15,37,35,34,36,37
29929,14.869,29929,15,37,35,34,36,37
29930,14.869,29930,15,37,35,34,36,37
29931,14.869,29931,15,37,35,34,36,37
29932,14.869,29932,15,37,35,34,36,37
29933,14.869,29933,15,37,35,34,36,37
29934,14.869,29934,15,37,35,34,36,37
29935,14.870,29935,15,37,35,34,36,37
29936,14.870,29936,15,37,35,34,36,37
29937,14.870,29937,15,37,35,34,36,37
29938,14.870,29938,15,37,35,34,36,37
29939,14.870,29939,15,37,35,34,36,37
29940,14.870,29940,15,37,35,34,36,37
29941,14.870,29941,15,37,35,34,36,37
29942,14.870,29942,15,37,35,34,36,37
29943,14.870,29943,15,37,35,34,36,37
29944,14.870,29944,15,37,35,34,36,37
29945,14.870,29945,15,37,35,34,36,37
29946,14.870,29946,15,37,35,34,36,37
29947,14.870,29947,15,37,35,34,36,37
29948,14.870,29948,15,37,35,34,36,37
29949,14.870,29949,15,37,35,34,36,37
29950,14.870,29950,15,37,35,34,36,37
29951,14.870,29951,15,37,35,34,36,37
29952,14.870,29952,15,37,35,34,36,37
29953,14.870,29953,15,37,35,34,36,37
29954,14.870,29954,15,37,35,34,36,37
29955,14.871,29955,15,37,35,34,36,37
29956,14.871,29956,15,37,35,34,36,37
29957,14.871,29957,15,37,35,34,36,37
29958,14.871,29958,15,37,35,34,36,37
29959,14.871,29959,15,37,35,34,36,37
29960,14.871,29960,15,37,35,34,36,37
29961,14.871,29961,15,37,35,34,36,37
29962,14.871,29962,15,37,35,34,36,37
29963,14.871,29963,15,37,35,34,36,37
29964,14.871,29964,15,37,35,34,36,37
29965,14.871,29965,15,37,35,34,36,37
29966,14.871,29966,15,37,35,34,36,37
29967,14.871,29967,15,37,35,34,36,37
29968,14.871,29968,15,37,35,34,36,37
29969,14.871,29969,15,37,35,34,36,37
29970,14.871,29970,15,37,35,34,36,37
29971,14.871,29971,15,37,35,34,36,37
29972,14.871,29972,15,37,35,34,36,37
29973,14.871,29973,15,37,35,34,36,37
29974,14.871,29974,15,37,35,34,36,37
29975,14.871,29975,15,37,35,34,36,37
29976,14.872,29976,15,37,35,34,36,37
29977,14.872,29977,15,37,35,34,36,37
29978,14.872,29978,15,37,35,34,36,37
29979,14.872,29979,15,37,35,34,36,37
29980,14.872,29980,15,37,35,34,36,37
29981,14.872,29981,15,37,35,34,36,37
29982,14.872,29982,15,37,35,34,36,37
29983,14.872,29983,15,37,35,34,36,37
29984,14.872,29984,15,37,35,34,36,37
29985,14.872,29985,15,37,35,34,36,37
29986,14.872,29986,15,37,35,34,36,37
29987,14.872,29987,15,37,35,34,36,37
29988,14.872,29988,15,37,35,34,36,37
29989,14.872,29989,15,37,35,34,36,37
29990,14.872,29990,15,37,35,34,36,37
29991,14.872,29991,15,37,35,34,36,37
29992,14.872,29992,15,37,35,34,36,37
29993,14.872,29993,15,37,35,34,36,37
29994,14.872,29994,15,37,35,34,36,37
29995,14.872,29995,15,37,35,34,36,37
29996,14.872,29996,15,37,35,34,36,37
29997,14.873,29997,15,37,35,34,36,37
29998,14.873,29998,15,37,35,34,36,37
29999,14.873,29999,15,37,35,34,36,37
30000,14.873,30000,15,37,35,34,36,37
30001,14.873,30001,15,37,35,34,36,37
30002,14.873,30002,15,37,35,34,36,37
30003,14.873,30003,15,37,35,34,36,37
30004,14.873,30004,15,37,35,34,36,37
30005,14.873,30005,15,37,35,34,36,37
30006,14.873,30006,15,37,35,34,36,37
30007,14.873,30007,15,37,35,34,36,37
30008,14.873,30008,15,37,35,34,36,37
30009,14.873,30009,15,37,35,34,36,37
30010,14.873,30010,15,37,35,34,36,37
30011,14.873,30011,15,37,35,34,36,37
30012,14.873,30012,15,37,35,34,36,37
30013,14.873,30013,15,37,35,34,36,37
30014,14.873,30014,15,37,35,34,36,37
30015,14.873,30015,15,37,35,34,36,37
30016,14.873,30016,15,37,35,34,36,37
30017,14.873,30017,15,37,35,34,36,37
30018,14.874,30018,15,37,35,34,36,37
30019,14.874,30019,15,37,35,34,36,37
30020,14.874,30020,15,37,35,34,36,37
30021,14.874,30021,15,37,35,34,36,37
30022,14.874,30022,15,37,35,34,36,37
30023,14.874,30023,15,37,35,34,36,37
30024,14.874,30024,15,37,35,34,36,37
30025,14.874,30025,15,37,35,34,36,37
30026,14.874,30026,15,37,35,34,36,37
30027,14.874,30027,15,37,35,34,36,37
30028,14.874,30028,15,37,35,34,36,37
30029,14.874,30029,15,37,35,34,36,37
30030,14.874,30030,15,37,35,34,36,37
30031,14.874,30031,15,37,35,34,36,37
30032,14.874,30032,15,37,35,34,36,37
30033,14.874,30033,15,37,35,34,36,37
30034,14.874,30034,15,37,35,34,36,37
30035,14.874,30035,15,37,35,34,36,37
30036,14.874,30036,15,37,35,34,36,37
30037,14.874,30037,15,37,35,34,36,37
30038,14.875,30038,15,37,35,34,36,37
30039,14.875,30039,15,37,35,34,36,37
30040,14.875,30040,15,37,35,34,36,37
30041,14.875,30041,15,37,35,34,36,37
30042,14.875,30042,15,37,35,34,36,37
30043,14.875,30043,15,37,35,34,36,37
30044,14.875,30044,15,37,35,34,36,37
30045,14.875,30045,15,37,35,34,36,37
30046,14.875,30046,15,37,35,34,36,37
30047,14.875,30047,15,37,35,34,36,37
30048,14.875,30048,15,37,35,34,36,37
30049,14.875,30049,15,37,35,34,36,37
30050,14.875,30050,15,37,35,34,36,37
30051,14.875,30051,15,37,35,34,36,37
30052,14.875,30052,15,37,35,34,36,37
30053,14.875,30053,15,37,35,34,36,37
30054,14.875,30054,15,37,35,34,36,37
30055,14.875,30055,15,37,35,34,36,37
30056,14.875,30056,15,37,35,34,36,37
30057,14.875,30057,15,37,35,34,36,37
30058,14.875,30058,15,37,35,34,36,37
30059,14.876,30059,15,37,35,34,36,37
30060,14.876,30060,15,37,35,34,36,37
30061,14.876,30061,15,37,35,34,36,37
30062,14.876,30062,15,37,35,34,36,37
30063,14.876,30063,15,37,35,34,36,37
30064,14.876,30064,15,37,35,34,36,37
30065,14.876,30065,15,37,35,34,36,37
30066,14.876,30066,15,37,35,34,36,37
30067,14.876,30067,15,37,35,34,36,37
30068,14.876,30068,15,37,35,34,36,37
30069,14.876,30069,15,37,35,34,36,37
30070,14.876,30070,15,37,35,34,36,37
30071,14.876,30071,15,37,35,34,36,37
30072,14.876,30072,15,37,35,34,36,37
30073,14.876,30073,15,37,35,34,36,37
30074,14.876,30074,15,37,35,34,36,37
30075,14.876,30075,15,37,35,34,36,37
30076,14.876,30076,15,37,35,34,36,37
30077,14.876,30077,15,37,35,34,36,37
30078,14.876,30078,15,37,35,34,36,37
30079,14.876,30079,15,37,35,34,36,37
30080,14.877,30080,15,37,35,34,36,37
30081,14.877,30081,15,37,35,34,36,37
30082,14.877,30082,15,37,35,34,36,37
30083,14.877,30083,15,37,35,34,36,37
30084,14.877,30084,15,37,35,34,36,37
30085,14.877,30085,15,37,35,34,36,37
30086,14.877,30086,15,37,35,34,36,37
30087,14.877,30087,15,37,35,34,36,37
30088,14.877,30088,15,37,35,34,36,37
30089,14.877,30089,15,37,35,34,36,37
30090,14.877,30090,15,37,35,34,36,37
30091,14.877,30091,15,37,35,34,36,37
30092,14.877,30092,15,37,35,34,36,37
30093,14.877,30093,15,37,35,34,36,37
30094,14.877,30094,15,37,35,34,36,37
30095,14.877,30095,15,37,35,34,36,37
30096,14.877,30096,15,37,35,34,36,37
30097,14.877,30097,15,37,35,34,36,37
30098,14.877,30098,15,37,35,34,36,37
30099,14.877,30099,15,37,35,34,36,37
30100,14.877,30100,15,37,35,34,36,37
30101,14.878,30101,15,37,35,34,36,37
30102,14.878,30102,15,37,35,34,36,37
30103,14.878,30103,15,37,35,34,36,37
30104,14.878,30104,15,37,35,34,36,37
30105,14.878,30105,15,37,35,34,36,37
30106,14.878,30106,15,37,35,34,36,37
30107,14.878,30107,15,37,35,34,36,37
30108,14.878,30108,15,37,35,34,36,37
30109,14.878,30109,15,37,35,34,36,37
30110,14.878,30110,15,37,35,34,36,37
30111,14.878,30111,15,37,35,34,36,37
30112,14.878,30112,15,37,35,34,36,37
30113,14.878,30113,15,37,35,34,36,37
30114,14.878,30114,15,37,35,34,36,37
30115,14.878,30115,15,37,35,34,36,37
30116,14.878,30116,15,37,35,34,36,37
30117,14.878,30117,15,37,35,34,36,37
30118,14.878,30118,15,37,35,34,36,37
30119,14.878,30119,15,37,35,34,36,37
30120,14.878,30120,15,37,35,34,36,37
30121,14.878,30121,15,37,35,34,36,37
30122,14.879,30122,15,37,35,34,36,37
30123,14.879,30123,15,37,35,34,36,37
30124,14.879,30124,15,37,35,34,36,37
30125,14.879,30125,15,37,35,34,36,37
30126,14.879,30126,15,37,35,34,36,37
30127,14.879,30127,15,37,35,34,36,37
30128,14.879,30128,15,37,35,34,36,37
30129,14.879,30129,15,37,35,34,36,37
30130,14.879,30130,15,37,35,34,36,37
30131,14.879,30131,15,37,35,34,36,37
30132,14.879,30132,15,37,35,34,36,37
30133,14.879,30133,15,37,35,34,36,37
30134,14.879,30134,15,37,35,34,36,37
30135,14.879,30135,15,37,35,34,36,37
30136,14.879,30136,15,37,35,34,36,37
30137,14.879,30137,15,37,35,34,36,37
30138,14.879,30138,15,37,35,34,36,37
30139,14.879,30139,15,37,35,34,36,37
30140,14.879,30140,15,37,35,34,36,37
30141,14.879,30141,15,37,35,34,36,37
30142,14.879,30142,15,37,35,34,36,37
30143,14.880,30143,15,37,35,34,36,37
30144,14.880,30144,15,37,35,34,36,37
30145,14.880,30145,15,37,35,34,36,37
30146,14.880,30146,15,37,35,34,36,37
30147,14.880,30147,15,37,35,34,36,37
30148,14.880,30148,15,37,35,34,36,37
30149,14.880,30149,15,37,35,34,36,37
30150,14.880,30150,15,37,35,34,36,37
30151,14.880,30151,15,37,35,34,36,37
30152,14.880,30152,15,37,35,34,36,37
30153,14.880,30153,15,37,35,34,36,37
30154,14.880,30154,15,37,35,34,36,37
30155,14.880,30155,15,37,35,34,36,37
30156,14.880,30156,15,37,35,34,36,37
30157,14.880,30157,15,37,35,34,36,37
30158,14.880,30158,15,37,35,34,36,37
30159,14.880,30159,15,37,35,34,36,37
30160,14.880,30160,15,37,35,34,36,37
30161,14.880,30161,15,37,35,34,36,37
30162,14.880,30162,15,37,35,34,36,37
30163,14.880,30163,15,37,35,34,36,37
30164,14.881,30164,15,37,35,34,36,37
30165,14.881,30165,15,37,35,34,36,37
30166,14.881,30166,15,37,35,34,36,37
30167,14.881,30167,15,37,35,34,36,37
30168,14.881,30168,15,37,35,34,36,37
30169,14.881,30169,15,37,35,34,36,37
30170,14.881,30170,15,37,35,34,36,37
30171,14.881,30171,15,37,35,34,36,37
30172,14.881,30172,15,37,35,34,36,37
30173,14.881,30173,15,37,35,34,36,37
30174,14.881,30174,15,37,35,34,36,37
30175,14.881,30175,15,37,35,34,36,37
30176,14.881,30176,15,37,35,34,36,37
30177,14.881,30177,15,37,35,34,36,37
30178,14.881,30178,15,37,35,34,36,37
30179,14.881,30179,15,37,35,34,36,37
30180,14.881,30180,15,37,35,34,36,37
30181,14.881,30181,15,37,35,34,36,37
30182,14.881,30182,15,37,35,34,36,37
30183,14.881,30183,15,37,35,34,36,37
30184,14.881,30184,15,37,35,34,36,37
30185,14.882,30185,15,37,35,34,36,37
30186,14.882,30186,15,37,35,34,36,37
30187,14.882,30187,15,37,35,34,36,37
30188,14.882,30188,15,37,35,34,36,37
30189,14.882,30189,15,37,35,34,36,37
30190,14.882,30190,15,37,35,34,36,37
30191,14.882,30191,15,37,35,34,36,37
30192,14.882,30192,15,37,35,34,36,37
30193,14.882,30193,15,37,35,34,36,37
30194,14.882,30194,15,37,35,34,36,37
30195,14.882,30195,15,37,35,34,36,37
30196,14.882,30196,15,37,35,34,36,37
30197,14.882,30197,15,37,35,34,36,37
30198,14.882,30198,15,37,35,34,36,37
30199,14.882,30199,15,37,35,34,36,37
30200,14.882,30200,15,37,35,34,36,37
30201,14.882,30201,15,37,35,34,36,37
30202,14.882,30202,15,37,35,34,36,37
30203,14.882,30203,15,37,35,34,36,37
30204,14.882,30204,15,37,35,34,36,37
30205,14.882,30205,15,37,35,34,36,37
30206,14.883,30206,15,37,35,34,36,37
30207,14.883,30207,15,37,35,34,36,37
30208,14.883,30208,15,37,35,34,36,37
30209,14.883,30209,15,37,35,34,36,37
30210,14.883,30210,15,37,35,34,36,37
30211,14.883,30211,15,37,35,34,36,37
30212,14.883,30212,15,37,35,34,36,37
30213,14.883,30213,15,37,35,34,36,37
30214,14.883,30214,15,37,35,34,36,37
30215,14.883,30215,15,37,35,34,36,37
30216,14.883,30216,15,37,35,34,36,37
30217,14.883,30217,15,37,35,34,36,37
30218,14.883,30218,15,37,35,34,36,37
30219,14.883,30219,15,37,35,34,36,37
30220,14.883,30220,15,37,35,34,36,37
30221,14.883,30221,15,37,35,34,36,37
30222,14.883,30222,15,37,35,34,36,37
30223,14.883,30223,15,37,35,34,36,37
30224,14.883,30224,15,37,35,34,36,37
30225,14.883,30225,15,37,35,34,36,37
30226,14.884,30226,15,37,35,34,36,37
30227,14.884,30227,15,37,35,34,36,37
30228,14.884,30228,15,37,35,34,36,37
30229,14.884,30229,15,37,35,34,36,37
30230,14.884,30230,15,37,35,34,36,37
30231,14.884,30231,15,37,35,34,36,37
30232,14.884,30232,15,37,35,34,36,37
30233,14.884,30233,15,37,35,34,36,37
30234,14.884,30234,15,37,35,34,36,37
30235,14.884,30235,15,37,35,34,36,37
30236,14.884,30236,15,37,35,34,36,37
30237,14.884,30237,15,37,35,34,36,37
30238,14.884,30238,15,37,35,34,36,37
30239,14.884,30239,15,37,35,34,36,37
30240,14.884,30240,15,37,35,34,36,37
30241,14.884,30241,15,37,35,34,36,37
30242,14.884,30242,15,37,35,34,36,37
30243,14.884,30243,15,37,35,34,36,37
30244,14.884,30244,15,37,35,34,36,37
30245,14.884,30245,15,37,35,34,36,37
30246,14.884,30246,15,37,35,34,36,37
30247,14.885,30247,15,37,35,34,36,37
30248,14.885,30248,15,37,35,34,36,37
30249,14.885,30249,15,37,35,34,36,37
30250,14.885,30250,15,37,35,34,36,37
30251,14.885,30251,15,37,35,34,36,37
30252,14.885,30252,15,37,35,34,36,37
30253,14.885,30253,15,37,35,34,36,37
30254,14.885,30254,15,37,35,34,36,37
30255,14.885,30255,15,37,35,34,36,37
30256,14.885,30256,15,37,35,34,36,37
30257,14.885,30257,15,37,35,34,36,37
30258,14.885,30258,15,37,35,34,36,37
30259,14.885,30259,15,37,35,34,36,37
30260,14.885,30260,15,37,35,34,36,37
30261,14.885,30261,15,37,35,34,36,37
30262,14.885,30262,15,37,35,34,36,37
30263,14.885,30263,15,37,35,34,36,37
30264,14.885,30264,15,37,35,34,36,37
30265,14.885,30265,15,37,35,34,36,37
30266,14.885,30266,15,37,35,34,36,37
30267,14.885,30267,15,37,35,34,36,37
30268,14.886,30268,15,37,35,34,36,37
30269,14.886,30269,15,37,35,34,36,37
30270,14.886,30270,15,37,35,34,36,37
30271,14.886,30271,15,37,35,34,36,37
30272,14.886,30272,15,37,35,34,36,37
30273,14.886,30273,15,37,35,34,36,37
30274,14.886,30274,15,37,35,34,36,37
30275,14.886,30275,15,37,35,34,36,37
30276,14.886,30276,15,37,35,34,36,37
30277,14.886,30277,15,37,35,34,36,37
30278,14.886,30278,15,37,35,34,36,37
30279,14.886,30279,15,37,35,34,36,37
30280,14.886,30280,15,37,35,34,36,37
30281,14.886,30281,15,37,35,34,36,37
30282,14.886,30282,15,37,35,34,36,37
30283,14.886,30283,15,37,35,34,36,37
30284,14.886,30284,15,37,35,34,36,37
30285,14.886,30285,15,37,35,34,36,37
30286,14.886,30286,15,37,35,34,36,37
30287,14.886,30287,15,37,35,34,36,37
30288,14.886,30288,15,37,35,34,36,37
30289,14.887,30289,15,37,35,34,36,37
30290,14.887,30290,15,37,35,34,36,37
30291,14.887,30291,15,37,35,34,36,37
30292,14.887,30292,15,37,35,34,36,37
30293,14.887,30293,15,37,35,34,36,37
30294,14.887,30294,15,37,35,34,36,37
30295,14.887,30295,15,37,35,34,36,37
30296,14.887,30296,15,37,35,34,36,37
30297,14.887,30297,15,37,35,34,36,37
30298,14.887,30298,15,37,35,34,36,37
30299,14.887,30299,15,37,35,34,36,37
30300,14.887,30300,15,37,35,34,36,37
30301,14.887,30301,15,37,35,34,36,37
30302,14.887,30302,15,37,35,34,36,37
30303,14.887,30303,15,37,35,34,36,37
30304,14.887,30304,15,37,35,34,36,37
30305,14.887,30305,15,37,35,34,36,37
30306,14.887,30306,15,37,35,34,36,37
30307,14.887,30307,15,37,35,34,36,37
30308,14.887,30308,15,37,35,34,36,37
30309,14.887,30309,15,37,35,34,36,37
30310,14.888,30310,15,37,35,34,36,37
30311,14.888,30311,15,37,35,34,36,37
30312,14.888,30312,15,37,35,34,36,37
30313,14.888,30313,15,37,35,34,36,37
30314,14.888,30314,15,37,35,34,36,37
30315,14.888,30315,15,37,35,34,36,37
30316,14.888,30316,15,37,35,34,36,37
30317,14.888,30317,15,37,35,34,36,37
30318,14.888,30318,15,37,35,34,36,37
30319,14.888,30319,15,37,35,34,36,37
30320,14.888,30320,15,37,35,34,36,37
30321,14.888,30321,15,37,35,34,36,37
30322,14.888,30322,15,37,35,34,36,37
30323,14.888,30323,15,37,35,34,36,37
30324,14.888,30324,15,37,35,34,36,37
30325,14.888,30325,15,37,35,34,36,37
30326,14.888,30326,15,37,35,34,36,37
30327,14.888,30327,15,37,35,34,36,37
30328,14.888,30328,15,37,35,34,36,37
30329,14.888,30329,15,37,35,34,36,37
30330,14.888,30330,15,37,35,34,36,37
30331,14.889,30331,15,37,35,34,36,37
30332,14.889,30332,15,37,35,34,36,37
30333,14.889,30333,15,37,35,34,36,37
30334,14.889,30334,15,37,35,34,36,37
